
Using Forward Euler method:

      i    xi          x                       y                       z                       
    252    2.520000    6.267429358574112       7.847651984514379       10.838991689148903      
    253    2.530000    6.346440489871125       7.888812907725341       11.005667982910614      
    254    2.540000    6.423559110763836       7.92107014910457        11.176156759969356      
    255    2.550000    6.498434662680873       7.9440399858411554      11.349686680403076      
    256    2.560000    6.570714928838887       7.957388065554667       11.525434328048114      
    257    2.570000    6.640048585674676       7.960836960274439       11.702528583775715      
    258    2.580000    6.7060880044046645      7.954173439348231       11.880056168251013      
    259    2.590000    6.768492276151843       7.937255269562302       12.057068354069155      
    260    2.600000    6.826930425822366       7.910017342556794       12.23258881330586       
    261    2.610000    6.881084771659087       7.872476927759469       12.40562252955352       
    262    2.620000    6.930654379464106       7.824737854525936       12.575165664695346      
    263    2.630000    6.975358553217197       7.766993440695318       12.740216231550773      
    264    2.640000    7.014940297591103       7.699528006725976       12.89978538589761       
    265    2.650000    7.049169683047847       7.622716844916112       13.052909117188815      
    266    2.660000    7.0778470411412595      7.537024551399826       13.198660088529559      
    267    2.670000    7.1008059166541875      7.443001673585324       13.336159355075015      
    268    2.680000    7.117915704500744       7.341279675905606       13.46458767763738       
    269    2.690000    7.129083903070987       7.232564280164775       13.583196146270867      
    270    2.700000    7.134257921925677       7.117627291005062       13.69131583775923       
    271    2.710000    7.133426390379646       6.997297069483353       13.788366251488126      
    272    2.720000    7.126619924334832       6.872447865760981       13.87386229971127       
    273    2.730000    7.113911321406139       6.743988262926636       13.947419669610778      
    274    2.740000    7.095415168482164       6.612849015744495       14.008758424073093      
    275    2.750000    7.071286860845281       6.479970588879403       14.057704763482858      
    276    2.760000    7.041721047246987       6.346290707743569       14.09419092941644       
    277    2.770000    7.006949530271815       6.212732231087383       14.118253290020606      
    278    2.780000    6.9672386653125935      6.0801916381160055      14.13002870320321       
    279    2.790000    6.922886313952764       5.949528395268107       14.129749304843036      
    280    2.800000    6.874218418018532       5.821555430495318       14.117735912718494      
    281    2.810000    6.821585268642371       5.697030898088695       14.094390270955207      
    282    2.820000    6.765357550114687       5.576651367308409       14.060186383320573      
    283    2.830000    6.705922240974373       5.461046515934121       14.01566119614273       
    284    2.840000    6.643678454722361       5.3507753579801         13.96140489316043       
    285    2.850000    6.579033299885247       5.246323985618176       13.898051055984336      
    286    2.860000    6.512397834171893       5.148104760881484       13.826266926338493      
    287    2.870000    6.444183180507373       5.056456854590227       13.746743981496884      
    288    2.880000    6.374796864211516       4.971647999246422       13.660189004205094      
    289    2.890000    6.304639420963261       4.8938772999656734      13.567315794834537      
    290    2.900000    6.2341013149133815      4.823278932933503       13.468837638456709      
    291    2.910000    6.163560195814387       4.7599265540401285      13.365460604682955      
    292    2.920000    6.093378513725674       4.703838240555848       13.257877724977282      
    293    2.930000    6.023901500067183       4.654981794996538       13.146764061898406      
    294    2.940000    5.95545551481365        4.613280251571021       13.032772658218104      
    295    2.950000    5.888346751651518       4.5786174406065365      12.916531331627557      
    296    2.960000    5.822860286099269       4.550843483933677       12.798640263013235      
    297    2.970000    5.759259445990989       4.529780113273192       12.679670313031348      
    298    2.980000    5.697785479355099       4.515225723222693       12.560161992696715      
    299    2.990000    5.638657491548479       4.506960089664602       12.440625008533702      
    300    3.000000    5.582072621454285       4.504748702648958       12.321538301014664      
